STT,Tên doanh nghiệp,Tên viết tắt,Loại hình doanh nghiệp,Lĩnh vực hoạt động,Vốn điều lệ (VND),Website,Điện thoại,Fax,Địa chỉ trụ sở,Tên người đại diện theo pháp luật,Đơn vị XHTN gần nhất,Kết quả XHTN gần nhất,Ngày hiệu lực
78,BGDC - Công ty CP phát triển đầu tư- xây dựng Bách Giang-DCI,Bách Giang-DCI,Công ty cổ phần,Bất động sản,3542000000000.0,0,0973781111,0,"Thôn Như Phượng Thượng , Xã Long Hưng, Huyện Văn Giang, Tỉnh Hưng Yên, Việt Nam",,,,
79,BGIC - Công ty TNHH Đầu tư Big Gain,Big Gain,Công ty trách nhiệm hữu hạn,Bất động sản,7700000000000.0,0,0286256062,02862560616,"Khu TM số S1.A2.01.03, Tầng 01, Tháp S1, Số 23 Phú Thuận, Phường Tân Mỹ, Tp. Hồ Chí Minh, Việt Nam",Lê Văn Dũng,,,
80,BHBC - CTCP NĂNG LƯỢNG BẮC HÀ,BHE CORP,Công ty cổ phần,Sản xuất,302219220000.0,Không có,02437738405,02437738406,"Thôn Mà Phố, Xã Bản Liền, Tỉnh Lào Cai",Vũ Hiền,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnA-,30/09/2025
81,BHCC - CTCP BÌNH HIỆP,BINH HIEP,Công ty cổ phần,Sản xuất,100000000000.0,Không có,02523833287,02523833287,"A6-A7 KDC Kênh Bàu, P Xuân An, TP Phan Thiết, tỉnh Bình Thuận",Lý Xuân Hùng,,,
82,BHDC - Công ty cổ phần Huy Dương Group,CTCP Huy Dương Group,Công ty cổ phần,Xây dựng,150000000000.0,không,0986810812,0,"Căn hộ 02 nhà H5, khu tập thể Đại học Sư Phạm, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội, Việt Nam",Lê Hải Ngọc; TRẦN TIẾN NHẬT; Đỗ Trọng Cường,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB-,16/07/2024
83,BHGC - CTCP đầu tư và phát triển golf Bình Hải,BINH HAI GOLF,Công ty cổ phần,Bất động sản,954000000000.0,chưa có,0903931866,0903931866,"THÔN HIỆP HƯNG, XÃ BÌNH HẢI, HUYỆN THĂNG BÌNH, TỈNH QUẢNG NAM",Hoàng Mạnh Quân,,,
84,BHSC - Công ty Cổ phần Hàng tiêu dùng Biên Hòa ( tên cũ: Công ty cổ phần đường Biên Hòa),BHSC,Công ty cổ phần,Sản xuất,3577800000000.0,www.bhs.vn,02513836199,02513836464,"Khu công nghiệp Biên Hòa 1, Phường An Bình, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",Đặng Huỳnh Ức My,,,
85,BHVC - CÔNG TY CỔ PHẦN BÁCH HƯNG VƯƠNG,BACH HUNG VUONG,Công ty cổ phần,Bất động sản,200000000000.0,congtybachhungvuong.com,0768655446,0768655446,"Tầng 02 - Hado Building - số 02, Hồng Hà, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Đinh Thị Ngọc Thanh,,,
86,BHYC - Công ty TNHH Dịch vụ và Phát triển Bất Động Sản BHYT,Công ty TNHH Dịch vụ và Phát triển Bất Động Sản BHYT,Công ty trách nhiệm hữu hạn,Bất động sản,243000000000.0,https://eurowindow-holding.com/,024 374 74700,02437474759,"Tầng 16, Số 2 Tôn Thất Tùng, Phường Trụng Tự, Quận Đống Đa, TP Hà Nội, Việt Nam",Nguyễn Thị Kiều Trang,,,
87,BIAC - Công ty cổ phần Đầu tư và phát triển Bất động sản Bình An,Công ty cổ phần Đầu tư và phát triển Bất động sản Bình An,Công ty cổ phần,Bất động sản,500000000000.0,BinhAnCbondsHNX@gmail.com,0932239682,0932239682,"9 Nguyễn Khoái, Phường 01, Quận 4, TP.HCM, Việt Nam",,,,
88,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDV,Công ty cổ phần,Tổ chức tín dụng,72800652100000.0,bidv.com.vn,02422205544,02422200399,"Tháp BIDV, 194 Trần Quang Khải, phường Hoàn Kiếm, Hà Nội",Hoàng Việt Hùng; Phan Đức Tú,,,
89,BIDC - Công ty cổ phần BIDGROUP,BIDC,Công ty cổ phần,Bất động sản,1600000000000.0,www.bidgroup.com.vn,02435560316,02435560319,"D2, lô C D11, khu ĐTM Cầu Giấy, p. Dịch Vọng Hậu, q. Cầu Giấy, Hà Nội",,,,
90,BIMC - CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN BIM,BIM LAND,Công ty cổ phần,Bất động sản,3000000000000.0,www.bimland.com,02033845090,02033844498,"Tầng 1, Tòa nhà Green bay, đường Hoàng Quốc Việt, Phường Bãi Cháy, Tỉnh Quảng Ninh, Việt Nam",Đoàn Quốc Huy,,,
91,BITC - Công ty cổ phần Kinh doanh và Đầu tư Bình Dương,ITC,Công ty cổ phần,Bất động sản,618380000000.0,https://becamexitc.com.vn,0942085658,02743576430,"THỬA ĐẤT SỐ 265, TỜ BẢN ĐỒ 41, KHU PHỐ 3A, PHƯỜNG THỚI HÒA, THÀNH PHỐ HỒ CHÍ MINH",,,,
92,BIZC - CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP THÀNH THÀNH CÔNG,TTC-IZ,Công ty cổ phần,Bất động sản,1364395760000.0,https://ttciz.com.vn,02763 886688,02763 886868,"Khu phố An Hội, Phường An Hòa, Thị xã Trảng Bàng, Tỉnh Tây Ninh",Đặng Hồng Anh,,,
93,BJCC - CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI BRIGHT JUPITER,BRIGHT JUPITER JSC,Công ty cổ phần,Bất động sản,900000000000.0,không có,02838244965,02838244965,"Tầng 5, Tòa nhà The Landmark, Số 5B Tôn Đức Thắng, P.Bến Nghé, Q.1, Tp.HCM",TRẦN QUYẾT THẮNG,,,
94,BKPC - Công ty cổ phần phần mềm diệt virus BKAV,Bkav Pro,Công ty cổ phần,Lĩnh vực khác,120000000000.0,bkav.com.vn,02437632552,0916627653,"Tầng 3 - Tòa nhà HH1, KĐT Yên Hòa, phố Dương Đình Nghệ, Phường Cầu Giấy, TP Hà Nội, Việt Nam",Nguyễn Tử Quảng,,,
95,BMS - Công ty Cổ phần chứng khoán Bảo Minh,BMSC,Công ty cổ phần,Kinh doanh chứng khoán,789326520000.0,bmsc.com.vn,02873068686,02838247436,"Lầu 3, Tòa nhà PAX SKY, 34A Phạm Ngọc Thạch, P.6, Q.3, Tp.HCM",Phan Tấn Thư,,,
96,BNCC - Công ty cổ phần dịch vụ cáp treo Bà Nà,BANACAB,Công ty cổ phần,"Thương mại, dịch vụ",8314000000000.0,banahills.sunworld.vn,02363749888,02363791888,"Thôn An Sơn, xã Bà Nà, Thành phố Đà Nẵng, Việt Nam",Nguyễn Lâm An,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),BBB+,26/09/2025
97,BNCC - Công ty cổ phần dịch vụ cáp treo Bà Nà,BANACAB,Công ty cổ phần,"Thương mại, dịch vụ",8314000000000.0,banahills.sunworld.vn,02363749888,02363791888,"Thôn An Sơn, xã Bà Nà, Thành phố Đà Nẵng, Việt Nam",Nguyễn Lâm An,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),BBB+,26/09/2025
98,BNPC - Công ty Cổ phần Bất động sản BNP Global,BNPC,Công ty cổ phần,Bất động sản,500000000000.0,không có,0932239682,0932239682,"Tầng 3 tòa nhà VietPhone Building, số 127-129 Hoàng Văn Thụ, Phường Phú Nhuận, TP Hồ Chí Minh",Võ Thị Kim Khoa,,,
99,BNTC - Công ty TNHH MTV BOT tỉnh Ninh Thuận,BOT Ninh Thuan,Công ty trách nhiệm hữu hạn,Xây dựng,599060000000.0,,02862644909,02862644908,"477 - 479 An Dương Vương, Phường 11, Quận 6, TP. Hồ Chí Minh",Huỳnh Thái Hoàng,,,
100,BOOC - CTCP B.O.O NƯỚC THỦ ĐỨC,THU DUC WATER B.O.O CORPORATION,Công ty cổ phần,Sản xuất,558000000000.0,tdw.com.vn,02837224672,02837224683,"479 KHU PHỐ 1 XA LỘ HÀ NỘI, P LINH TRUNG, Q THỦ ĐỨC, TP HỒ CHÍ MINH",,,,
101,BP1C - CÔNG TY CỔ PHẦN TẬP ĐOÀN NHỰA BÌNH THUẬN,BINH THUAN PLASTIC GROUP,Công ty cổ phần,Lĩnh vực khác,1300000000000.0,https://www.nhuabinhthuan.com.vn/,0981123666,0981123666,"Số 121 - 123 Đường Lâm Hạ, Phường Bồ Đề, Thành phố Hà Nội, Việt Nam",Lê Văn Quang,Công ty cổ phần FiinRatings (FiinRatings),BBB-,01/12/2025
102,BPCC - Công ty Cổ phần Năng lượng Bitexco,BITEXCO POWER,Công ty cổ phần,Năng lượng,2244122270000.0,bitexcopower.com.vn,02432242507,02432242507,"Phòng 303, tầng 3, tháp The Manor KĐT Mễ Trì Mỹ Đình, Phường Từ Liêm, TP Hà Nội",,,,
103,BPEC - CTCP Năng lượng Bắc Phương,"BP Energy co., Jsc",Công ty cổ phần,Năng lượng,500000000000.0,www.bacphuong.com.vn,02913789222,02913789222,"Ấp Cái Cùng, Xã Đông Hải, Tỉnh Cà Mau",Nguyễn Minh Đức,,,
104,BPGC - CTCP Điện gió Bắc Phương,ĐIỆN GIÓ BẮC PHƯƠNG,Công ty cổ phần,Năng lượng,500000000000.0,không có,0984232176,0984232176,"Ấp Cái Cùng, Xã Đông Hải, Tỉnh Cà Mau, Việt Nam",Mai Trọng Thịnh; Nguyễn Minh Đức,,,
105,BPSC - Công ty Cổ phần Bất động sản Bcons PS,BCONS PS LAND,Công ty cổ phần,Bất động sản,733230340000.0,http://bconsps.net,0931828241,0931828241,"176/1-176/3 Đường Nguyễn Văn Thương, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh",Đỗ Thanh Bình,Công ty Cổ phần Xếp hạng Tín nhiệm Thiên Minh,BB,01/04/2026
106,BPW - Công ty cổ phần cấp thoát nước Bình Phước,BPWACO,Công ty cổ phần,Sản xuất,132038580000.0,http://bpwaco.com.vn,02713887548,02713887548,"Số 216, Nguyễn Văn Linh, Khu phố Phú Tân, Phường Tân Phú, Tp.Đồng Xoài, tỉnh Bình Phước, Việt Nam",Huỳnh Văn Lâm; Lê Văn Luyện,,,
107,BSEC - Công ty Cổ phần Bông Sen,BONG SEN CORP,Công ty cổ phần,"Thương mại, dịch vụ",4777071780000.0,http://www.bongsencorporation.com,02835218528,02835218523,"117-123 Đồng Khởi, Phường Bến Nghé, Quận 1, TPHCM",Vũ Thị Hồng Hạnh; Đinh Thị Ngọc Thanh,,,
108,BSI - Công ty Cổ phần Chứng khoán BIDV,BSC,Công ty cổ phần,Kinh doanh chứng khoán,2453659430000.0,www.bsc.com.vn,02439352722,02422200669,"Tầng 8, Tầng 9 LBP Tower, số 210 Trần Quang Khải, Phường Hoàn Kiếm, Thành phố Hà Nội",Nguyễn Duy Viễn,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),A+,17/12/2025
109,BSPC - Công ty Cổ phần BB Sunrise Power,"BBSP.,JSC",Công ty cổ phần,"Thương mại, dịch vụ",500000000000.0,bbgroup.com.vn,024 37946868,024 37946868,"A203 Tháp The Manor, đường Mễ Trì, phường Mỹ Đình 1, quận Nam Từ Liêm, TP Hà Nội",Trần Huy Hoàng,,,
110,BT2C - Công Ty Cổ Phần Cấp Thoát Nước Bình Thuận,BTWASECO JS.CO,Công ty cổ phần,Sản xuất,79729270000.0,btwaseco.com.vn,02523828770,02523822457,"137 Lê Hồng Phong, Khu phố 2, P.Phú Trinh, TP.Phan Thiết, T.Bình Thuận, Việt Nam",,,,
111,BTCC - CTCP TÂN HOÀN CẦU BẾN TRE,TAN HOAN CAU BEN TRE JSC,Công ty cổ phần,Sản xuất,2000000000000.0,không có,0989006894 - 0979884615,0989006894,"Thửa đất số 202, tờ bản đồ số 10, ấp Thạnh Thới B, Xã Thạnh Hải, Tỉnh Vĩnh Long, Việt Nam",MAI VĂN HUẾ,,,
112,BTIC - CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI BÌNH TÂN,BTI,Công ty cổ phần,Bất động sản,1400000000000.0,https://kita-groupvn.com/,(028) 3930 2855,(028) 3930 2856,"Số 13 Đường 2D, KDC Nam Hùng Vương, Phường An Lạc, Tp. Hồ Chí Minh",NGUYỄN THỊ LÊ DINH,,,
113,BVB - NGÂN HÀNG TMCP BẢN VIỆT,NH TMCP BAN VIET,Công ty cổ phần,Tổ chức tín dụng,6048200000000.0,https://www.bvbank.net.vn/,084826279679,084826238668,"Toà nhà HM Town số 412 Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP HCM",NGÔ QUANG TRUNG,,,
114,BVBC - Công ty Cổ phần BVB,BVBC,Công ty cổ phần,Bất động sản,350000000000.0,cpbvb2021@gmail.com,0963220508,0963220508,"Tòa nhà The Manor Palace, Khu đô thị Manor Eco+, phường Bắc Cường, thành phố Lào Cai, tỉnh Lào Cai",Đặng Mạnh Cường,,,
115,BVCC - Ngân hàng TMCP Bảo Việt,BVB,Công ty cổ phần,Tổ chức tín dụng,3150000000000.0,www.baovietbank.vn,024 3928 8989,024 3928 8899,"Tầng 1 và tầng 5, tòa nhà Corner Stone, số 16 đường Phan Chu Trinh, Phường Cửa Nam, Tp. Hà Nội",Lưu Quyết Thắng,,,
116,BVMC - Công ty cổ phần đầu tư bệnh viện Việt Mỹ,"Viet My Hospital.,JSC",Công ty cổ phần,Lĩnh vực khác,300000000000.0,khong,0893614984,00000,"số 307 đường Nguyễn Du kéo dài, phường Nông Trang, tỉnh Phú Thọ, Việt Nam",Lê Đức Khanh,,,
117,BVS - Công ty Cổ phần Chứng khoán Bảo Việt,BVSC,Công ty cổ phần,Kinh doanh chứng khoán,722339370000.0,www.bvsc.com.vn,02439288080,02439289888,"Tòa nhà số 8 Lê Thái Tổ, phường Hoàn Kiếm, thành phố Hà Nội",Nhữ Đình Hòa,,,
118,BWE - CTCP Nước - Môi trường Bình Dương,BIWASE,Công ty cổ phần,Sản xuất,1929200000000.0,http://biwase.com.vn/,02743835679,02743827738,"Số 11 Ngô Văn Trị, P. Phú Lợi, TP. Thủ Dầu Một, tỉnh Bình Dương",Trần Chiến Công,,,
119,BWLC - Công ty cổ phần nước Biwase - Long An,BWE - LONG AN WATER,Công ty cổ phần,Sản xuất,966000000000.0,biwaselongan.vn,02723912829,02723912829,"Ấp 7, xã Thủ Thừa, tỉnh Tây Ninh",Hồ Hiền Phúc,,,
120,C47 - Công ty cổ phần xây dựng 47,CC47,Công ty cổ phần,Xây dựng,187221430000.0,Xaydung47.vn,02563522166,02563522316,"Số 8 Biên Cương, Tp Quy Nhơn, Bình Định",Dương Minh Quang,,,
121,C4G - Công ty Cổ phần Tập Đoàn CIENCO4,TẬP ĐOÀN CIENCO4,Công ty cổ phần,Xây dựng,1000000000000.0,www.cienco4.vn,02436420371,02436811275,"TẦNG 10-11, TÒA NHÀ ICON4, SỐ 243A ĐƯỜNG ĐÊ LA THÀNH, P LÁNG THƯỢNG, Q ĐỐNG ĐA, HÀ NỘI",NGUYỄN TUẤN HUỲNH,,,
122,CBEC - Công ty TNHH Du lịch Sinh thái Cồn Bắp,ConBap Toureco,Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ",398000000000.0,conbap.com,02353936179,05103936079,"Cồn Bắp, Phường Cẩm Nam, Thành phố Hội An, Tỉnh Quảng nam",VŨ VĂN THÀNH,,,
123,CBGC - Công ty Cổ Phần Crystal Bay,CBGC,Công ty cổ phần,Lĩnh vực khác,1150000000000.0,http://crystalbay.com,02586292979,02586292979,"Ô số 02, Tầng 12A, Tòa nhà VCN Tower, số 02 Tố Hữu, Phường Nam Nha Trang, tỉnh Khánh Hòa, Việt Nam",Nguyễn Đức Chi,,,
124,CBSC - CÔNG TY TNHH MẶT TRỜI CÁT BÀ,"CAT BA SUN CO.,LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,1150000000000.0,http://mattroicatba.com.vn/,0912306148,0,"Thôn Chấn. xã Đồng Bài, huyện Cát Hải, thành phố Hải Phòng",,,,
125,CBTC - Công ty cổ phần Crystal Bay Việt Nam,CBVN JSC,Công ty cổ phần,Lĩnh vực khác,340000000000.0,https://crystalbay.com/,02586282879,02586282879,"Ô số 3, tầng 12A, Tòa nhà VCN Tower, 02 đường Tố Hữu, Phường Nam Nha Trang, Tỉnh Khánh Hòa, Việt Nam",,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB,13/06/2025
126,CC1 - TỔNG CÔNG TY XÂY DỰNG SỐ 1 - CTCP,CC1,Công ty cổ phần,Xây dựng,3585078250000.0,cc1.vn,02838222059,02838222059,"111A Pasteur, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",Lê Bảo Anh,,,
127,CCIC - CTCP ĐẦU TƯ CON CƯNG,CCI,Công ty cổ phần,Lĩnh vực khác,33544550000.0,concung.com,02862718757,02862718757,"Số 182, đường Cách Mạng Tháng 8, p. Chánh Mỹ, TP. Thủ Dầu Một, Bình Dương",NGUYỄN QUỐC MINH,,,
128,CDC - CÔNG TY CỔ PHẦN CHƯƠNG DƯƠNG,CHUONGDUONG CORP,Công ty cổ phần,Xây dựng,1055453220000.0,chuongduongcorp.vn,(028)38367734,(028)38360582,"328 VÕ VĂN KIỆT, PHƯỜNG CẦU ÔNG LÃNH, TP.HCM",NGUYỄN NGỌC BỀN,,,
129,CDMC - CTCP Đường Man,CTCP Đường Man,Công ty cổ phần,Sản xuất,277500000000.0,www.duongman.com.vn,02223710082,02223710481,"Số 01, đường TS15, KCN Tiên Sơn, Xã Đại Đồng, Tỉnh Bắc Ninh",Trần Minh Thông,,,
130,CENC - Công ty TNHH Đầu tư Central Capital,Central Capital Co.;ltd,Công ty trách nhiệm hữu hạn,Bất động sản,300000000000.0,https://centralcapital.vn/,02873005884,-,"Tầng 1, Tòa CT1 Khu đô thị Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, TP Hà Nội, Việt Nam",Trần Thị Dịu Hòa,,,
131,CFCC - CÔNG TY XI MĂNG CHINFON,CFC,Công ty trách nhiệm hữu hạn,Sản xuất,1319392356562.0,www.cfc.vn,2253875480,225 3 875 478,"Số 288, đường Bạch Đằng, phường Bạch Đằng, thành phố Hải Phòng",LO LUNG-TOO; Liu Chang-I,,,
132,CGGC - Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Việt Mỹ A&V,CGG,Công ty cổ phần,Bất động sản,750000000000.0,không có,02422318585,02422318585,"Lô B2, đường Độc Lập, thôn Liên Trì 2, xã Bình Kiến, TP Tuy Hòa, tỉnh Phú Yên, Việt Nam",Đỗ Thanh Hoa,,,
133,CGRC - CTCP CITY GARDEN,CITY GARDEN JSC,Công ty cổ phần,Bất động sản,347635000000.0,www.citygarden.com.vn,028 35146888,02835146777,SỐ 59 ĐƯỜNG NGÔ TẤT TỐ PHƯỜNG 21 QUẬN BÌNH THẠNH TP HCM,William Towne Baker,,,
134,CGTC - CÔNG TY CỔ PHẦN ĐÔ THỊ DU LỊCH CẦN GIỜ,CTC CORP,Công ty cổ phần,Bất động sản,64560062670000.0,https://cangio.vinhomes.vn/about.html,0243 975 6688,0243 975 6688,"Tầng 20A, Tòa nhà Vincom Center Đồng Khởi, 72 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",NGUYỄN THỤC HIỀN,,,
135,CHAC - Công ty Cổ phần Thương mại Du lịch Đầu tư Cù Lao Chàm,CU LAO CHAM,Công ty cổ phần,Bất động sản,2700000000000.0,clc.net.vn,02363890998,02363918304,"36-38 Bạch Đằng, Phường Hải Châu, TP. Đà Nẵng, Việt Nam",Nguyễn Huy Phương; Trần Vĩnh Hiển; Đoàn Khắc Trung,,,
136,CHDC - Công ty Cổ phần Hải Đăng,CÔNG TY CP HẢI ĐĂNG,Công ty cổ phần,Xây dựng,500000000000.0,http://haidang-corp.com,0933962912,0,"Số 20, Đường số 22, Khu phố 2, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,,,
137,CICC - CÔNG TY TNHH XÂY DỰNG HẠ TẦNG CRYSTAL,CÔNG TY TNHH XÂY DỰNG HẠ TẦNG CRYSTAL,Công ty trách nhiệm hữu hạn,Xây dựng,2800000000000.0,không có,0337709666,0,"CL12-22 Khu đất dịch vụ La Dương - La Nội, Phường Dương Nội, Thành phố Hà Nội, Việt Nam",Phùng Minh Tuyến,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB,09/07/2026
138,CII - CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,CII,Công ty cổ phần,Xây dựng,6719852910000.0,http://cii.com.vn,02836221025,02836367100,"Tầng 12, 152 Điện Biên Phủ, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh, Việt Nam",Lê Quốc Bình,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnAA-,20/11/2025
139,CIVC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN THẾ KỶ,"CENINVESTMENT.,JSC",Công ty cổ phần,Bất động sản,2000000000000.0,ceninvest.vn,02435551990,02435551990,"Số 63 đường Lê Văn Lương, phường Yên Hòa, Thành phố Hà Nội, Việt Nam",Vương Hồng Khanh,,,
140,CKG - CTCP Tập đoàn tư vấn đầu tư xây dựng Kiên Giang,Công ty CP tập đoàn tư vấn đầu tư xây dựng Kiên Giang,Công ty cổ phần,Bất động sản,1143109600000.0,www.cicgroups.com,02973874660,02973866451,"34 Trần Phú, Phường Vĩnh Thanh, TP. Rạch Giá, Kiên Giang",Trần Thọ Thắng,,,
141,CLAC - Công ty TNHH Đầu tư Cam Lâm,"CAM LAM CO.,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,150000000000.0,www.kpf.com.vn,0922829999,0922829999,"Lô D14C, Khu du lịch Bắc bán đảo Cam Ranh, Xã Cam Hải Đông, Huyện Cam Lâm, Tỉnh Khánh Hòa",Trần Trọng Dũng,,,
142,CLHC - Công ty TNHH Phát triển Bất động sản Cát Liên Hoa,"Cat Lien Hoa Real Estate Development Co.,Ltd",Công ty trách nhiệm hữu hạn,Bất động sản,301900000000.0,không có,0938485358,0,"104 Mai Thị Lựu, Phường Sài Gòn, Thành phố Hồ Chí Minh",Cao Ngọc Kiều Trinh; Võ Thị Kim Khoa,,,
143,CLRC - Công ty Cổ phần Đầu tư Công nghệ Smarttech (tên cũ: Công ty cổ phần Thời trang Clothesrack),Công ty Cổ phần Đầu tư Công nghệ Smarttech,Công ty cổ phần,Lĩnh vực khác,100000000000.0,clothesrack.vn,0983512768,0983512768,"Lầu 2, Số 68 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP.HCM",,,,
144,CLWC - CÔNG TY CỔ PHẦN PHONG ĐIỆN CHƠ LONG,PHONG ĐIỆN CHƠ LONG,Công ty cổ phần,Năng lượng,1320000000000.0,Không có,02693888137,0,"Số 99B Phạm Văn Đồng, Phường Thống Nhất, Tỉnh Gia Lai, Việt Nam",Nguyễn Thái Hà,,,
145,CMG - Công ty Cổ phần Tập đoàn Công nghệ CMC,CMC CORPORATION,Công ty cổ phần,"Thương mại, dịch vụ",2117839070000.0,www.cmc.com.vn,(84-24) 3795 8668,(84-24) 3795 8989,"CMC Tower, số 11 phố Duy Tân, phường Cầu Giấy, thành phố Hà Nội, Việt Nam",,,,
146,CMHC - CTCP CỔNG MÂY,CLOUD GATE JOINT STOCK COMPANY,Công ty cổ phần,"Thương mại, dịch vụ",100000000000.0,https://www.cggroup.com.vn/,02422318585,02422318585,"TẦNG F3, TÒA NHÀ 187 NGUYỄN LƯƠNG BẰNG, PHƯỜNG QUANG TRUNG, QUẬN ĐỐNG ĐA, TP HÀ NỘI",Phạm Ngọc Anh; Đỗ Thanh Hoa,,,
147,CMM - CTCP CAMIMEX,CAMIMEX CORP,Công ty cổ phần,Sản xuất,978999980000.0,camimex.com.vn,02903831608,02903580827,"SỐ 333 ĐƯỜNG CAO THẮNG, PHƯỜNG 8, TP CÀ MAU, TỈNH CÀ MAU",Bùi Sĩ Tuấn,,,
148,CMX - CÔNG TY CỔ PHẦN CAMIMEX GROUP,CAMIMEX GROUP,Công ty cổ phần,Lĩnh vực khác,1018989900.0,camimex.com.vn,02906553399,0,"999 Lý Thường Kiệt, Phường 6, Thành phố Cà Mau, Tỉnh Cà Mau",Bùi Sĩ Tuấn,,,
149,CNCC - CTCP THƯƠNG MẠI - DỊCH VỤ CÔNG NGHỆ CAO,CTCP TM-DV CONG NGHE CAO,Công ty cổ phần,Lĩnh vực khác,465949000000.0,Chưa có,02838380303,02839246129,"LÔ T2-4, ĐƯỜNG D1, KHU CÔNG NGHỆ CAO, PHƯỜNG TÂN PHÚ, QUẬN 9, THÀNH PHỐ HỒ CHÍ MINH",,,,
